,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
8573,82000079,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 572,서울특별시 강동구 상일동 267,서울특별시 강동구 구천면로 572,1,1,10.0,380.0,740,1,Y,37.54991683,127.1606671,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8574,82000080,서울특별시,강동구,구천면로,서울특별시 강동구 고덕로80길 134,서울특별시 강동구 상일동 516,서울특별시 강동구 고덕로80길 134,1,1,10.0,440.0,530,2,Y,37.55160124,127.1649213,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8575,82000081,서울특별시,강동구,구천면로,서울특별시 강동구 동남로 832,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,1,1,10.0,360.0,530,2,Y,37.5489092,127.1581466,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8576,82000082,서울특별시,강동구,상암로79가길,서울특별시 강동구 상암로79가길 48,서울특별시 강동구 상일동 312-4,서울특별시 강동구 상암로79가길 48,1,1,10.0,360.0,710,1,Y,37.5464985,127.1697993,N,N,2010,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8577,82000083,서울특별시,강동구,천호대로219가길,서울특별시 강동구 천호대로219가길 24,서울특별시 강동구 상일동 325-6,서울특별시 강동구 천호대로219가길 24,1,1,10.0,360.0,300,2,Y,37.5469993,127.1715694,N,N,2010,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8578,82000084,서울특별시,강동구,구천면로,서울특별시 강동구 동남로 832,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,1,1,10.0,360.0,600,1,Y,37.5489092,127.1581466,Y,N,2011,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8579,82000085,서울특별시,강동구,초광로294번길,서울특별시 강동구 초광로294번길 45,서울특별시 강동구 상일동 421-12,서울특별시 강동구 초광로294번길 45,1,1,10.0,360.0,490,2,Y,37.5470214,127.1760166,N,N,2013,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8580,82000086,서울특별시,강동구,천호대로219가길,서울특별시 강동구 천호대로219가길 24,서울특별시 강동구 상일동 325-6,서울특별시 강동구 천호대로219가길 24,1,1,10.0,360.0,1500,1,Y,37.5469993,127.1715694,N,N,2014,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8581,82000087,서울특별시,강동구,천호대로221길,서울특별시 강동구 천호대로221길 37,서울특별시 강동구 상일동 286,서울특별시 강동구 천호대로221길 37,1,3,0.0,360.0,250,2,Y,37.5485078,127.1726142,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8582,82000088,서울특별시,강동구,천호대로221길,서울특별시 강동구 천호대로221길 27,서울특별시 강동구 상일동 298-9,서울특별시 강동구 천호대로221길 27,1,3,0.0,360.0,350,2,Y,37.5480993,127.1725712,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8583,82000089,서울특별시,강동구,구천면로,서울특별시 강동구 동남로 832,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,1,3,0.0,360.0,530,2,Y,37.5489092,127.1581466,N,N,2013,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8584,82000044,서울특별시,강동구,천호대로219다길,서울특별시 강동구 천호대로219나길 5-15,서울특별시 강동구 상일동 293,서울특별시 강동구 천호대로219나길 5-15,1,1,10.0,360.0,350,2,Y,37.54787335,127.1709297,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8585,82000045,서울특별시,강동구,상암로79가길,서울특별시 강동구 상암로79가길 40,서울특별시 강동구 상일동 312-1,서울특별시 강동구 상암로79가길 40,1,1,10.0,360.0,380,2,Y,37.5464532,127.1694002,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8586,82000046,서울특별시,강동구,상암로79가길,서울특별시 강동구 상암로79가길 30,서울특별시 강동구 상일동 332-1,서울특별시 강동구 상암로79가길 30,1,1,10.0,360.0,380,2,Y,37.5464619,127.1686964,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8587,82000047,서울특별시,강동구,상일로79가길,서울특별시 강동구 상암로79가길 20,서울특별시 강동구 상일동 333-5,서울특별시 강동구 상암로79가길 20,1,1,10.0,360.0,380,2,Y,37.54670235,127.1682283,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8588,82000048,서울특별시,강동구,상일로79가길,서울특별시 강동구 상암로79가길 10,서울특별시 강동구 상일동 333-2,서울특별시 강동구 상암로79가길 10,1,1,10.0,380.0,380,2,Y,37.5467734,127.1677638,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8589,82000049,서울특별시,강동구,상암로81길,서울특별시 강동구 상암로81길 37,서울특별시 강동구 상일동 319,서울특별시 강동구 상암로81길 37,1,1,10.0,360.0,300,2,Y,37.5463815,127.1685445,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8590,82000050,서울특별시,강동구,상암로81길,서울특별시 강동구 상암로81길 10-9,서울특별시 강동구 상일동 452,서울특별시 강동구 상암로81길 10-9,1,1,10.0,360.0,300,2,Y,37.5460574,127.168324,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8591,82000051,서울특별시,강동구,상암로81길,서울특별시 강동구 상암로81길 22,서울특별시 강동구 상일동 337,서울특별시 강동구 상암로81길 22,1,1,10.0,360.0,290,2,Y,37.5464317,127.1677348,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8592,82000052,서울특별시,강동구,상암로81길,서울특별시 강동구 상암로81길 6,서울특별시 강동구 상일동 471,서울특별시 강동구 상암로81길 6,1,1,10.0,360.0,480,2,Y,37.5459193,127.1681615,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8593,82000053,서울특별시,강동구,상암로,서울특별시 강동구 천호대로213길 18,서울특별시 강동구 상일동 446-1,서울특별시 강동구 천호대로213길 18,1,1,10.0,380.0,340,2,Y,37.54536939,127.1678677,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8594,82000054,서울특별시,강동구,상암로83길,서울특별시 강동구 상암로81길 51,서울특별시 강동구 상일동 318,서울특별시 강동구 상암로81길 51,1,1,10.0,360.0,440,2,Y,37.5462947,127.1692663,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8595,82000055,서울특별시,강동구,상암로,서울특별시 강동구 상암로 427,서울특별시 강동구 상일동 458-6,서울특별시 강동구 상암로 427,1,1,10.0,360.0,320,2,Y,37.5458931,127.1700697,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8596,82000056,서울특별시,강동구,상암로,서울특별시 강동구 천호대로 1459,서울특별시 강동구 상일동 457-3,서울특별시 강동구 천호대로 1459,1,1,10.0,360.0,430,2,Y,37.5459794,127.170303,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8597,82000057,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,서울특별시 강동구 구천면로 633,1,1,10.0,360.0,500,2,Y,37.55058375,127.1683004,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8598,82000058,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 645,서울특별시 강동구 상일동 126,서울특별시 강동구 구천면로 645,1,1,10.0,400.0,520,2,Y,37.55111218,127.1692477,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8599,82000059,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,서울특별시 강동구 구천면로 633,1,1,10.0,480.0,590,2,Y,37.55058375,127.1683004,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8600,82000060,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,서울특별시 강동구 구천면로 633,1,1,10.0,480.0,580,2,Y,37.55058375,127.1683004,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8601,82000061,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,서울특별시 강동구 구천면로 633,1,1,10.0,520.0,580,2,Y,37.55058375,127.1683004,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8602,82000062,서울특별시,강동구,구천면로,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,서울특별시 강동구 구천면로 633,1,1,10.0,380.0,540,2,Y,37.55058375,127.1683004,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8603,82000063,서울특별시,강동구,고덕로80길,서울특별시 강동구 고덕로80길 127,서울특별시 강동구 상일동 515,서울특별시 강동구 고덕로80길 127,1,1,10.0,360.0,560,2,Y,37.55160124,127.1649213,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8604,82000064,서울특별시,강동구,고덕로80길,서울특별시 강동구 고덕로80길 127,서울특별시 강동구 상일동 515,서울특별시 강동구 고덕로80길 127,1,1,10.0,500.0,590,2,Y,37.55160124,127.1649213,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8605,82000065,서울특별시,강동구,고덕로80길,서울특별시 강동구 고덕로80길 127,서울특별시 강동구 상일동 515,서울특별시 강동구 고덕로80길 127,1,1,10.0,400.0,550,2,Y,37.55160124,127.1649213,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8606,82000066,서울특별시,강동구,구천면로93길,서울특별시 강동구 구천면로93길 20,서울특별시 강동구 상일동 125,서울특별시 강동구 구천면로93길 20,1,1,10.0,360.0,540,2,Y,37.5520025,127.1690875,Y,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
8610,226,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로138,,도로,1,2,0.0,360.0,300,2,Y,37.488167,126.880667,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8611,227,서울특별시,구로구,가마산로20길,서울특별시 구로구 가마산로20길 44,,도로,1,1,10.0,360.0,600,1,Y,37.491706,126.886178,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8612,228,서울특별시,구로구,가마산로20길,서울특별시 구로구 가마산로20길 52,,도로,1,1,10.0,360.0,600,1,Y,37.491302,126.886252,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8613,229,서울특별시,구로구,도림로,서울특별시 구로구 도림로12길 14,,도로,1,1,10.0,360.0,600,1,Y,37.4866924990,126.888797,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8614,230,서울특별시,구로구,디지털로27다길,서울특별시 구로구 디지털로27다길 43,,도로,1,1,10.0,360.0,600,1,Y,37.486124,126.8894637440,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8615,231,서울특별시,구로구,디지털로27다길,서울특별시 구로구 디지털로27다길 15,,도로,1,1,10.0,360.0,600,1,Y,37.484951,126.889297,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8616,232,서울특별시,구로구,디지털로27다길,서울특별시 구로구 디지털로27다길 15,,도로,1,1,10.0,360.0,300,2,Y,37.484951,126.889297,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8617,233,서울특별시,구로구,디지털로27다길,서울특별시 구로구 디지털로27다길 3,,도로,1,1,10.0,360.0,300,2,Y,37.484951,126.889297,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8618,234,서울특별시,구로구,디지털로27길,서울특별시 구로구 디지털로27길 88,,도로,1,1,10.0,360.0,600,1,Y,37.484428,126.889282,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8619,235,서울특별시,구로구,디지털로27길,서울특별시 구로구 디지털로27길 96,,도로,1,1,10.0,360.0,600,1,Y,37.4846200711,126.888885,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8620,236,서울특별시,구로구,디지털로27길,서울특별시 구로구 디지털로27길 79,,도로,1,1,10.0,360.0,700,1,Y,37.484062,126.889616,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8621,238,서울특별시,구로구,디지털로27길,서울특별시 구로구 디지털로27길 64,,도로,1,1,10.0,360.0,600,1,Y,37.4841024258,126.890599,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8622,239,서울특별시,구로구,디지털로27길,서울특별시 구로구 디지털로27길 62,,도로,1,1,10.0,360.0,600,1,Y,37.484045,126.890713,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8623,240,서울특별시,구로구,디지털로29길,서울특별시 구로구 디지털로29길 38,,도로,1,1,10.0,360.0,600,1,Y,37.483873,126.893486,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8624,241,서울특별시,구로구,디지털로29길,서울특별시 구로구 디지털로29길 38,,도로,1,1,10.0,360.0,900,1,Y,37.483873,126.893486,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8625,242,서울특별시,구로구,디지털로30길,서울특별시 구로구 디지털로30길 31,,도로,1,1,10.0,360.0,1000,1,Y,37.4829062223,126.895879,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8626,243,서울특별시,구로구,디지털로30길,서울특별시 구로구 디지털로30길 31,,도로,1,1,10.0,360.0,1000,1,Y,37.4829062223,126.895879,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8627,244,서울특별시,구로구,디지털로30길,서울특별시 구로구 디지털로30길 31,,도로,1,2,0.0,360.0,900,1,Y,37.4829062223,126.895879,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8628,245,서울특별시,구로구,디지털로26길,서울특별시 구로구 디지털로26길 110,,도로,1,2,0.0,360.0,1000,1,Y,37.479655,126.890529,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8629,246,서울특별시,구로구,디지털로26길,서울특별시 구로구 디지털로26길 110,,도로,1,2,0.0,360.0,1000,1,Y,37.480925,126.896197,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8630,247,서울특별시,구로구,도림로20가길,서울특별시 구로구 도림로20가길 30,,도로,1,1,10.0,360.0,300,2,Y,37.487979,126.893176,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8631,248,서울특별시,구로구,도림로20가길,서울특별시 구로구 도림로20가길 29,,도로,1,1,10.0,360.0,300,2,Y,37.488318,126.892866,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8632,249,서울특별시,구로구,도림로20가길,서울특별시 구로구 도림로20가길 29,,도로,1,1,10.0,360.0,300,2,Y,37.488318,126.892866,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8633,250,서울특별시,구로구,도림로20가길,서울특별시 구로구 도림로20가길 29,,도로,1,1,10.0,360.0,300,2,Y,37.488318,126.892866,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8634,251,서울특별시,구로구,도림로20길,서울특별시 구로구 도림로20길 18,,도로,1,1,10.0,360.0,400,2,Y,37.488954,126.892393,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8635,252,서울특별시,구로구,도림로20길,서울특별시 구로구 도림로20길 30,,도로,1,1,10.0,360.0,400,2,Y,37.488481,126.892943,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8636,253,서울특별시,구로구,도림로20길,서울특별시 구로구 도림로20길 10,,도로,1,1,10.0,360.0,600,1,Y,37.489256,126.8919862591,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8638,197,서울특별시,구로구,벚꽃로70길,서울특별시 구로구 벚꽃로70길 7,,도로,1,1,10.0,360.0,400,2,Y,37.492609,126.880635,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8639,198,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로159,,도로,1,1,10.0,360.0,300,2,Y,37.490045,126.881012,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8640,199,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로141,,도로,1,2,0.0,360.0,300,2,Y,37.488733,126.880467,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8641,200,서울특별시,구로구,가마산로5길,서울특별시 구로구 가마산로5길 4,,도로,1,2,0.0,360.0,500,2,Y,37.490586,126.881117,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8642,201,서울특별시,구로구,가마산로5길,서울특별시 구로구 가마산로5길 15,,도로,1,1,10.0,360.0,500,2,Y,37.490472,126.880463,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8643,202,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로140,,도로,1,1,10.0,360.0,300,2,Y,37.488294,126.880733,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8644,203,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로152,,도로,1,1,10.0,360.0,300,2,Y,37.489335,126.881181,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8645,204,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로398,,도로,1,2,0.0,360.0,1200,1,Y,37.4896762276,126.887771,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8646,205,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로414-1,,도로,1,2,0.0,360.0,700,1,Y,37.491129,126.880329,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8647,206,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로428,,도로,1,2,0.0,360.0,700,1,Y,37.492209,126.880256,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8648,207,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로424,,도로,1,2,0.0,360.0,700,1,Y,37.491903,126.880306,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8649,208,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로438-1,,도로,1,2,0.0,360.0,700,1,Y,37.493092,126.880232,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8650,209,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 40,,도로,1,1,10.0,360.0,400,2,Y,37.494464,126.880517,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8651,210,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 30,,도로,1,1,10.0,360.0,400,2,Y,37.494389,126.881129,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8652,211,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 26,,도로,1,1,10.0,360.0,300,2,Y,37.494418,126.881388,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8653,212,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 17,,도로,1,1,10.0,360.0,400,2,Y,37.494142,126.8817519160,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8654,213,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 13,,도로,1,1,10.0,360.0,300,2,Y,37.494082,126.881993,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8655,214,서울특별시,구로구,구로동로35가길,서울특별시 구로구 구로동로35가길 9,,도로,1,1,10.0,360.0,300,2,Y,37.494038,126.882152,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8657,215,서울특별시,구로구,구로동로41길,서울특별시 구로구 구로동로41길 38,,도로,1,1,10.0,360.0,400,2,Y,37.494498,126.881183,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8658,216,서울특별시,구로구,구로동로41길,서울특별시 구로구 구로동로41길 24,,도로,1,1,10.0,360.0,400,2,Y,37.495061,126.881673,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8659,217,서울특별시,구로구,구로동로29길,서울특별시 구로구 구로동로29길 16-8,,도로,1,1,10.0,360.0,300,2,Y,37.491415,126.8830007457,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8660,218,서울특별시,구로구,구로동로19길,서울특별시 구로구 구로동로19길 8,,도로,1,1,10.0,360.0,400,2,Y,37.488955,126.883878,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8661,219,서울특별시,구로구,구로동로17길,서울특별시 구로구 구로동로17길 16,,도로,1,2,0.0,360.0,400,2,Y,37.488403,126.883683,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8662,220,서울특별시,구로구,구로동로17길,서울특별시 구로구 구로동로17길 22,,도로,1,1,10.0,360.0,400,2,Y,37.488391,126.8833405322,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8663,221,서울특별시,구로구,구로동로17길,서울특별시 구로구 구로동로17길 15-9,,도로,1,1,10.0,360.0,400,2,Y,37.487934,126.883588,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8664,222,서울특별시,구로구,구로동로17길,서울특별시 구로구 구로동로17길 21-9,,도로,1,1,10.0,360.0,400,2,Y,,126.883212,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8665,223,서울특별시,구로구,구로동로13길,서울특별시 구로구 구로동로13길 23-9,,도로,1,2,0.0,360.0,400,2,Y,37.486825,126.883571,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8666,224,서울특별시,구로구,구로동로15길,서울특별시 구로구 구로동로15길 5-8,,도로,1,2,0.0,360.0,400,2,Y,37.487462,126.884194,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8667,225,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로138,,도로,1,2,0.0,360.0,900,1,Y,37.491793,126.882015,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8668,169,서울특별시,구로구,구로중앙로27길,서울특별시 구로구 구로중앙로27길 10,,도로,1,1,10.0,360.0,500,2,Y,37.498341,126.885537,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8669,170,서울특별시,구로구,구로중앙로27길,서울특별시 구로구 구로중앙로27길 11,,도로,1,1,10.0,360.0,500,2,Y,37.497545,126.884237,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8670,171,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 21,,도로,1,1,10.0,360.0,300,2,Y,37.496698,126.885154,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8671,172,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 21,,도로,1,1,10.0,360.0,300,2,Y,37.496698,126.885154,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8672,173,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 21,,도로,1,2,0.0,360.0,300,2,Y,37.496698,126.885154,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8673,174,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 18,,도로,1,1,10.0,360.0,300,2,Y,37.496796,126.885028,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8674,175,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 24,,도로,1,1,10.0,360.0,500,2,Y,37.496489,126.885055,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8675,176,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 36,,도로,1,1,10.0,360.0,500,2,Y,37.495933,126.885256,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8676,177,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 20-19,,도로,1,2,0.0,360.0,800,1,Y,37.496141,126.884416,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8677,178,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 24,,도로,1,1,10.0,360.0,600,1,Y,37.496489,126.885055,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8678,179,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 16,,도로,1,2,0.0,360.0,600,1,Y,37.496895,126.885038,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8679,180,서울특별시,구로구,구로중앙로27나길,서울특별시 구로구 구로중앙로27나길 8,,도로,1,1,10.0,360.0,500,2,Y,37.497182,126.884966,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8680,181,서울특별시,구로구,구로동로43길,서울특별시 구로구 구로동로43길 17,,도로,1,2,0.0,360.0,1200,1,Y,37.495864,126.881751,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
