,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
4165,P0050,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시성북구동소문로258,서울특별시 성북구 길음동 1276-3,37.60388853,127.0250139,길음역 6번 출구,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4166,P0051,서울특별시,성북구,구도,0,종암로,3.0,서울특별시 성북구 종암로21길 71,서울특별시 성북구 종암동 3-680,37.60142529,127.0321837,이조사철탕 앞(종암경찰서 뒤편),4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4167,P0052,서울특별시,성북구,구도,0,돌곶이로,3.0,서울특별시 성북구 돌곶이로 221,서울특별시 성북구 장위동 218-41,37.61892532,127.0455162,꿈의숲 코오롱 하늘채 아파트,4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4168,P0053,서울특별시,성북구,구도,0,종암로,3.0,서울특별시 성북구 종암로24길 35,서울특별시 성북구 종암동 135-3,37.6014282,127.0346388,종암카이저펠리스,4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4169,P0054,서울특별시,성북구,구도,0,보국문로,3.0,서울특별시 성북구 보국문로 79,서울특별시 성북구 정릉동 303-6,37.61129341,127.0085351,보국문역,4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4170,P0055,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로 197,서울특별시 성북구 돈암동 34-2,37.59975547,127.0215519,미아리고개,4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4171,P0056,서울특별시,성북구,구도,0,안암로,3.0,서울특별시 성북구 안암로 99,서울특별시 성북구 안암동5가 40-10,37.58487973,127.0312346,우신향병원,4,30,,,2.0,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4172,P0057,서울특별시,성북구,구도,0,화랑로,3.0,서울특별시 성북구 화랑로13길 46,서울특별시 성북구 하월곡동 21-42,37.60532181,127.0416711,진각복지재단,4,0,,,,2018.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4173,P0058,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시성북구동소문로40길57,서울특별시 성북구 하월곡동 88-337,37.60492559,127.0288738,미아리텍사스,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4174,P0059,서울특별시,성북구,구도,0,숭인로,3.0,,서울특별시 성북구 길음동 1262-277,37.6119945,127.0226231,래미안 길음 센터피스,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4175,P0060,서울특별시,성북구,구도,0,숭인로,3.0,,서울특별시 성북구 길음동 21-286,37.6094656,127.0257176,래미안 길음 센터피스,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4176,P0061,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로 118,,37.59332657,127.0181758,태극당 골목,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4177,P0062,서울특별시,성북구,시도,0,정릉로,3.0,,서울특별시 성북구 정릉동 산1-344,37.6108546,126.9914545,국민대학교 건너편,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4178,P0063,서울특별시,성북구,구도,0,종암로,3.0,서울특별시 성북구 종암로9길 20,서울특별시 성북구 종암동 131-8,37.59587096,127.0344052,극동아파트 입구,4,0,,,,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4179,P0065,서울특별시,성북구,구도,0,서경로,3.0,,서울특별시 성북구 정릉동 192-440,37.6082812,127.0132711,하모니마트,4,30,,,1.0,2019.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4180,P0066,서울특별시,성북구,구도,0,장월로,3.0,서울특별시 성북구 장월로 174,서울특별시 성북구 장위동 155-2,37.6194264,127.0537717,장위3동 치안센터,4,0,,,,2020.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4181,P0016,서울특별시,성북구,구도,0,오패산로,3.0,서울특별시 성북구 오패산로3길 9,서울특별시 성북구 하월곡동 90-2062,37.60399006,127.0364791,동신아파트,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4182,P0017,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로46길 18,서울특별시 성북구 하월곡동 88-510,37.60684624,127.0299391,성북우체국,4,0,,,,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4183,P0018,서울특별시,성북구,구도,0,보국문로,3.0,서울특별시 성북구 보국문로 19,서울특별시 성북구 정릉동 406-1,37.60675594,127.0096943,정릉 푸르지오 아파트,4,0,,,,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4184,P0019,서울특별시,성북구,구도,0,돌곶이로,3.0,서울특별시 성북구 돌곶이로22길 49,서울특별시 성북구 석관동 193-7,37.61071591,127.0606514,석관초등학교,4,30,,,1.0,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4185,P0020,서울특별시,성북구,구도,0,돌곶이로,3.0,,서울특별시 성북구 장위동 213,37.6178705,127.0455126,장위동 꿈의숲 아이파크 아파트,4,0,,,,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4186,P0021,서울특별시,성북구,구도,0,장월로,3.0,서울특별시 성북구 장월로 86 (사거리),서울특별시 성북구 장위동 238-238,37.6134062,127.049187,KB국민은행 장위동 지점(동방고개 사거리),4,0,,,,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4187,P0022,서울특별시,성북구,구도,0,월곡로,3.0,서울특별시 성북구 월곡로14길 26,서울특별시 성북구 하월곡동 34-43,37.60023267,127.0426512,월곡 래미안 루나벨리아파트 입구,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4188,P0023,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로 248,서울특별시성북구길음동1276,37.60346697,127.0245563,"길음역 2, 3번 출구",4,0,,,,2011.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4189,P0024,서울특별시,성북구,시도,0,성북로,3.0,서울특별시 성북구 성북로 5-1,서울특별시 성북구 성북동1가 35-31,37.58877243,127.0053215,나폴레옹 제과점,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4190,P0025,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로 149,서울특별시 성북구 삼선동5가 291-1,37.58796397,127.017477,경동고교 사거리,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4191,P0026,서울특별시,성북구,시도,0,종암로,3.0,서울특별시 성북구 종암로172(건너편),서울특별시 성북구 하월곡동 90-122,37.60523835,127.0319361,이마트 하월곡점 앞,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4192,P0027,서울특별시,성북구,구도,0,종암로,3.0,서울특별시 성북구 종암로24가길 80,서울특별시 성북구 종암동 1-79,37.59931484,127.0392263,일신초등학교(삼성 래미안라센트 아파트 103동 앞),4,30,,,1.0,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4193,P0028,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로 225-15,,37.60234677,127.0212718,길음래미안9단지(904동 앞),4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4194,P0029,서울특별시,성북구,구도,0,길음로,3.0,서울특별시 성북구 길음로9길 50,서울특별시 성북구 길음동 1286-2,37.60269641,127.0209503,길음성가어린이집,4,30,,,1.0,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4195,P0030,서울특별시,성북구,구도,0,삼선교로,3.0,서울특별시 성북구 삼선교로 28,서울특별시 성북구 삼선동2가 44-2,37.58792889,127.0088948,희망의 다리,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4196,P0031,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로14길 40,서울특별시 성북구 안암동4가 41-13,37.58061784,127.024422,안암동 삼익아파트,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4197,P0032,서울특별시,성북구,시도,0,정릉로,3.0,서울특별시성북구정릉로322,서울특별시 성북구 정릉동 16-174,37.60217778,127.0189888,길음뉴타운 10단지 건너편,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4198,P0033,서울특별시,성북구,구도,0,길음로,3.0,서울특별시 성북구 길음로 20,서울특별시 성북구 길음동 1283-4,37.60475389,127.0230392,MG새마을금고 성북제일 본점,4,0,,,,2014.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4199,P0034,서울특별시,성북구,구도,0,아리랑로,3.0,서울특별시 성북구 아리랑로 87,,37.60011708,127.0133353,아리랑정보도서관 건너편,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4200,P0035,서울특별시,성북구,구도,0,장월로,3.0,서울특별시 성북구 장월로1길 39-3,서울특별시 성북구 상월곡동 55-89,37.60652034,127.0459526,동아에코빌아파트,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4201,P0036,서울특별시,성북구,구도,0,아리랑로,3.0,서울특별시 성북구 아리랑로5길 9,서울특별시 성북구 동소문동7가 120,37.5964733,127.0147886,브라운스톤 동선아파트 입구,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4202,P0037,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로 62-2,서울특별시 성북구 보문동7가 21-3,37.58101836,127.0219496,청소년희망재단,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4203,P0038,서울특별시,성북구,구도,0,종암로,3.0,서울특별시 성북구 종암로27길 18,서울특별시 성북구 종암동 80-1,37.60288144,127.0316498,성북소방서 뒷길,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4204,P0039,서울특별시,성북구,구도,0,보국문로,3.0,서울특별시 성북구 보국문로 160,서울특별시 성북구 정릉동 778-6,37.61691223,127.0036155,산장아파트(정릉대우아파트),4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4205,P0040,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로32길 14,서울특별시 성북구 삼선동5가 409,37.58940918,127.0173641,성북구청 주차장,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4206,P0041,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로30가길 41-6,서울특별시 성북구 안암동1가 361-2,37.58935788,127.0223506,안암교회,4,0,,,,2013.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4207,P0042,서울특별시,성북구,구도,0,길음로,3.0,서울특별시 성북구 길음로13길 11,서울특별시 성북구 길음동 1284-14,37.60822141,127.020227,늘푸른어린이공원 음수대(계성고 사거리),4,0,,,,2013.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4221,P0001,서울특별시,성북구,구도,0,혜화로,3.0,서울특별시 성북구 혜화로 84,서울특별시 성북구 성북동 124-11,37.59269366,126.9985597,오박사 돈까스 인근,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4222,P0003,서울특별시,성북구,구도,0,고려대로,3.0,서울특별시 성북구 고려대로24길 25,서울특별시 성북구 안암동5가 102-10,37.58504955,127.0295454,고대참살이길,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4223,P0004,서울특별시,성북구,구도,0,개운사길,3.0,서울특별시 성북구 개운사길 36,서울특별시 성북구 안암동5가 15-51,37.58800484,127.0294469,안암동 종로학원,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4224,P0005,서울특별시,성북구,구도,0,보문로,3.0,서울특별시 성북구 보문로 136,서울특별시 성북구 보문동1가 35,37.58706279,127.0186906,경동고교 사거리 인근,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4225,P0006,서울특별시,성북구,구도,0,북악산로,3.0,서울특별시 성북구 북악산로 852-1,서울특별시 성북구 정릉동 45-12,37.59884776,127.0187162,정릉동 삼덕세차장,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4226,P0007,서울특별시,성북구,구도,0,아리랑로,3.0,서울특별시 성북구 아리랑로 127,서울특별시 성북구 정릉동 139-7,37.60312282,127.0130776,KB국민은행 북악지점,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4227,P0008,서울특별시,성북구,구도,0,서경로,3.0,서울특별시 성북구 서경로 84,서울특별시 성북구 정릉동 227-166,37.61073421,127.0145377,길음뉴타운 롯데캐슬,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4228,P0009,서울특별시,성북구,구도,0,보국문로,3.0,서울특별시 성북구 보국문로 37,서울특별시 성북구 정릉동 404-41,37.60788035,127.0098938,신한은행 정릉지점,4,0,,,,2016.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4229,P0010,서울특별시,성북구,구도,0,길음로,3.0,서울특별시 성북구 길음로7길 13,서울특별시 성북구 길음동 543-67,37.6039286,127.0229166,길음동 문화복합미디어센터,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4230,P0011,서울특별시,성북구,구도,0,동소문로,3.0,서울특별시 성북구 동소문로44길 26,서울특별시 성북구 하월곡동 88-957,37.60617247,127.0292684,광태오토바이,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4231,P0012,서울특별시,성북구,구도,0,오패산로,3.0,서울특별시 성북구 오패산로 45,서울특별시 성북구 하월곡동 70-204,37.60604787,127.0366386,농협 하월곡지점,4,0,,,,2015.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4232,P0013,서울특별시,성북구,구도,0,장월로,3.0,서울특별시 성북구 장월로 147,서울특별시 성북구 장위동 199-45,37.61815536,127.0511837,래미안 장위 포레카운티,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4233,P0014,서울특별시,성북구,구도,0,돌곶이로,3.0,서울특별시 성북구 돌곶이로 15,서울특별시 성북구 석관동 332-570,37.60593294,127.0616668,석관동 래미안아트리치,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
4234,P0015,서울특별시,성북구,구도,0,화랑로,3.0,서울특별시성북구화랑로11길5,서울특별시 성북구 하월곡동 27-114,37.60258291,127.0413479,월곡역 2번 출구,4,0,,,,2017.0,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구
5057,서04-421,서울특별시,서대문구,99,성산로,성산로,3.0,서울특별시 서대문구 성산로512-42,서울특별시 서대문구 대신동34-16,37.561611,126.943092,이대부속초등학교 맞은편,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5058,서05-407,서울특별시,서대문구,99,연희로,연희로,3.0,서울특별시 서대문구 연희로154,서울특별시 서대문구 연희동80-2,37.570985,126.934422,시카고피자 연희2호점,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5059,서06-402,서울특별시,서대문구,99,통일로,통일로,3.0,서울특별시 서대문구 통일로357,서울특별시 서대문구 홍제동464,37.5819900317,126.949799,무악재한화아파트 진입로,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5060,서11-402,서울특별시,서대문구,99,모래내로,모래내로,3.0,서울특별시 서대문구 모래내로15길68,서울특별시 서대문구 남가좌동188-1,37.574485,126.918781,명지빌딩(소명약국) 주변,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5061,서11-402,서울특별시,서대문구,99,모래내로,모래내로,3.0,서울특별시 서대문구 모래내로15길14,서울특별시 서대문구 남가좌동119-41,37.574934,126.918223,남가좌1동주민센터 건너편,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5062,서02-409,서울특별시,서대문구,99,충정로,충정로,3.0,서울특별시 서대문구 충정로7,서울특별시 서대문구 충정로3가476,37.5601112892,126.962225,구세군빌딩 주변,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5063,서04-422,서울특별시,서대문구,99,신촌로,신촌로,3.0,서울특별시 서대문구 신촌로15,서울특별시 서대문구 창천동506-17,37.558224,126.928744,롯데리아 창천점 앞,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5064,서03-408,서울특별시,서대문구,99,신촌로,신촌로,3.0,서울특별시 서대문구 신촌로225,서울특별시 서대문구 북아현동221-12,37.557349,126.951023,고기정육시장 앞,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5065,서03-405,서울특별시,서대문구,99,북아현로,북아현로,3.0,서울특별시 서대문구 북아현로1길24,서울특별시 서대문구 북아현동148-17,37.559924,126.954572,신촌이편한세상 4단지 앞 CU,4,0,,,,2017.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5066,서02-410,서울특별시,서대문구,99,통일로,통일로,3.0,서울특별시 서대문구 통일로113,서울특별시 서대문구 미근동165,37.564888,126.967007,미근119안전센터,4,0,,,,2017.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5067,서08-409,서울특별시,서대문구,99,세무서길,세무서길,3.0,서울특별시 서대문구 세무서길103,서울특별시 서대문구 홍제동266-151,37.592415,126.947237,마을탕 앞,4,0,,,,2017.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5068,서08-410,서울특별시,서대문구,99,포방터길,포방터길,3.0,서울특별시 서대문구 세검정로105,서울특별시 서대문구 홍제3동286-5,37.597497,126.949629,홍은초등학교 후문,4,0,,,,2017.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5069,서10-410,서울특별시,서대문구,99,백련사길,백련사길,3.0,서울특별시 서대문구 백련사길99,서울특별시 서대문구 홍은동산26-170,37.583403,126.930079,가좌테니스장(홍연초 교재원),4,0,,,,2017.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5070,서05-95,서울특별시,서대문구,99,연희로,연희로,3.0,서울특별시 서대문구 연희로219,서울특별시 서대문구 연희동149-54,37.5768832832,126.9352145919,고려인삼 건너편,4,0,,,,2018.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5071,서09-112,서울특별시,서대문구,99,세검정로,세검정로,3.0,서울특별시 서대문구 세검정로1길90,서울특별시 서대문구 홍은동455,37.5942418177,126.9459656515,벽산아파트 주변,4,0,,,,2018.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5072,서09-303,서울특별시,서대문구,99,홍은중앙로,홍은중앙로,3.0,서울특별시 서대문구 홍은중앙로13,서울특별시 서대문구 홍은동41-1,37.5935063587,126.9454226747,홍제초등학교 정문 앞,4,0,,,,2018.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5073,서05-94,서울특별시,서대문구,99,증가로,증가로,3.0,서울특별시 서대문구 북가좌동 459-1,서울특별시 서대문구 북가좌동459-1,37.579852038,126.916530062,북가좌 정원지구 어린이 공원,4,0,,,,2018.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5074,서12-407,서울특별시,서대문구,99,증가로,증가로,3.0,서울특별시 서대문구 증가로12나길 32,서울특별시 서대문구 남가좌동 374-11,37.5803452527,126.9209968176,DMC 센트럴 아파트 104동 주변,4,0,,,,2019.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5075,서12-408,서울특별시,서대문구,99,모래내로,모래내로,3.0,서울특별시 서대문구 모래내로 209 삼거리,서울특별시 서대문구 남가좌동 332-19,37.5735241517,126.922851459,현대가재울주유소 주변,4,0,,,,2019.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5076,서05-409,서울특별시,서대문구,99,홍연길,홍연길,3.0,서울특별시 서대문구 홍연길 63-1,,37.5762929082,126.9300846583,연희파크푸르지오 주변,4,0,,,,2019.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5077,서03-403,서울특별시,서대문구,99,북아현로,북아현로,3.0,,서울특별시 서대문구 북아현동 210-24,37.560153009,126.95079196,명수어린이 공원 앞,4,0,,,,2019.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5083,서07-401,서울특별시,서대문구,99,성산로,성산로,3.0,서울특별시 서대문구 성산로22길12,서울특별시 서대문구 창천동89-26,37.560171,126.933624,햇빛부동산 맞은편,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5084,서04-420,서울특별시,서대문구,99,연세로,연세로,3.0,서울특별시 서대문구 연세로7안길1,서울특별시 서대문구 창천동52-49,37.557774,126.936161,싸이버사격장 앞,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5085,서05-404,서울특별시,서대문구,99,연희로,연희로,3.0,서울특별시 서대문구 연희로180,서울특별시 서대문구 연희동79-11,37.572897,126.935669,카젠정비소 앞,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5086,서08-405,서울특별시,서대문구,99,세무서길,세무서길,3.0,서울특별시 서대문구 세무서길59,서울특별시 서대문구 홍제동245-8,37.5906163537,126.946227,인왕이발관 앞,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5087,서10-407,서울특별시,서대문구,99,모래내로,모래내로,3.0,서울특별시 서대문구 모래내로334,서울특별시 서대문구 홍은동273-10,37.580015,126.934105,홍은2동주민센터 앞,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5088,서13-401,서울특별시,서대문구,99,거북골로,거북골로,3.0,서울특별시 서대문구 거북골로174,서울특별시 서대문구 북가좌동304-22,37.576852,126.911145,강남할인마트 앞,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5089,서13-402,서울특별시,서대문구,99,거북골로,거북골로,3.0,서울특별시 서대문구 거북골로150,서울특별시 서대문구 북가좌동107-5,37.575529,126.9131862889,중앙근린공원(토프레소 맞은편),4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5090,서07-402,서울특별시,서대문구,99,통일로,통일로,3.0,서울특별시 서대문구 통일로34길28-11,서울특별시 서대문구 홍제동105-98,37.585373,126.949701,인왕유치원 맞은편,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5091,서07-403,서울특별시,서대문구,99,통일로,통일로,3.0,서울특별시 서대문구 통일로34길66,서울특별시 서대문구 홍제동460,37.585542,126.950996,현대경복유치원 맞은편,4,0,,,,2014.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5092,서02-407,서울특별시,서대문구,99,충정로,충정로,3.0,서울특별시 서대문구 충정로18,서울특별시 서대문구 충정로3가 360-26,37.560578,126.963472,충정로역 9번 출구 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5093,서05-405,서울특별시,서대문구,99,연희로,연희로,3.0,서울특별시 서대문구 연희로11라길2,서울특별시 서대문구 연희동132-38,37.568042,126.929676,동양공인중개사 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5094,서08-406,서울특별시,서대문구,99,세무서길,세무서길,3.0,서울특별시 서대문구 세무서5길39,서울특별시 서대문구 홍제동264-8,37.591617,126.9446993862,인왕떡집,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5095,서08-407,서울특별시,서대문구,99,인왕시장길,인왕시장길,3.0,서울특별시 서대문구 인왕시장길18,서울특별시 서대문구 홍제동295-35,37.591042,126.943453,인왕약국,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5096,서08-408,서울특별시,서대문구,99,세무서길,세무서길,3.0,서울특별시 서대문구 세무서길11,서울특별시 서대문구 홍제동251,37.588771,126.945315,서대문세무서 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5097,서13-403,서울특별시,서대문구,99,응암로,응암로,3.0,서울특별시 서대문구 응암로25,서울특별시 서대문구 북가좌동186-36,37.576117,126.907605,북가좌현대아파트 102동 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5098,서02-408,서울특별시,서대문구,99,경기대로,경기대로,3.0,서울특별시 서대문구 경기대로74,서울특별시 서대문구 충정로2가 74,37.565416,126.964522,인창중학교 담벼락,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5099,서03-402,서울특별시,서대문구,99,북아현로,북아현로,3.0,서울특별시 서대문구 북아현로5나길49,서울특별시 서대문구 북아현동216-1,37.558794,126.953007,북성초등학교 체육관 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5100,서05-406,서울특별시,서대문구,99,연희로,연희로,3.0,서울특별시 서대문구 연희로135,서울특별시 서대문구 연희동89-19,37.5696920175,126.9328392007,연희초등학교 건너편,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5101,서06-401,서울특별시,서대문구,99,통일로,통일로,3.0,서울특별시 서대문구 통일로37길51,서울특별시 서대문구 홍제동319-2,37.586027,126.944268,서울예술실용전문학교 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5102,서10-408,서울특별시,서대문구,99,백련사길,백련사길,3.0,서울특별시 서대문구 백련사길39,서울특별시 서대문구 홍은동 산26-155,37.580711,126.931259,서대문문화체육회관 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5103,서13-404,서울특별시,서대문구,99,거북골로,거북골로,3.0,서울특별시 서대문구 거북골로199-1,서울특별시 서대문구 북가좌동376-18,37.578296,126.908757,북가좌초등학교 주차장 앞,4,0,,,,2015.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
5104,서09-404,서울특별시,서대문구,99,홍은중앙로,홍은중앙로,3.0,서울특별시 서대문구 홍은중앙로43,서울특별시 서대문구 홍은동48-16,37.595216,126.946695,보은소공원 주변,4,0,,,,2016.0,서대문구청,02-330-1813,2020-01-01,3120000,서울특별시 서대문구
